query_id,image_path,condition,mask_ratio,random_repeat,clean_rank,perturbed_rank,clean_positive_sim,perturbed_positive_sim,clean_negative_sim,perturbed_negative_sim,clean_margin,perturbed_margin,margin_drop,positive_similarity_drop,descriptor_drift,rank_degradation,hit_at_1,hit_at_5,hit_at_10,failure_flip,mask_area_actual,mask_pixels,mask_attention_iou,seed,placement_seed,shift_y,shift_x,paired_eligible,legal_random_locations,exclusion_reason,mask_mode,mask_tokens,source_mask_tokens,token_shift_y,token_shift_x,sampling,unique_placements,eligible_random_token,eligible_random_pixel,token_unavailable_reason,pixel_unavailable_reason
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,clean,0.0,-1,1,1,0.41361624002456665,0.41361624002456665,0.3641756772994995,0.3641756772994995,0.04944056272506714,0.04944056272506714,0.0,0.0,0.0,0,1,1,1,0,0.0,0,0.0,2024,0,0,0,True,0,,none,0,0,,,none,0,False,False,,
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,attention_connected,0.1,-1,1,1,0.41361624002456665,0.34745997190475464,0.3641756772994995,0.30857953429222107,0.04944056272506714,0.03888043761253357,0.01056012511253357,0.06615626811981201,0.25530505180358887,0,1,1,1,0,0.10018903017044067,10388,1.0,2024,0,0,0,True,0,,connected_topk,53,53,0,0,none,0,True,True,,
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,random_pixel,0.1,0,1,1,0.41361624002456665,0.40210363268852234,0.3641756772994995,0.3517530560493469,0.04944056272506714,0.050350576639175415,-0.0009100139141082764,0.011512607336044312,0.048145830631256104,0,1,1,1,0,0.10018903017044067,10388,0.0,2024,1414089152,-125,-36,True,25424,,connected_topk,,53,,,with_replacement,5,True,True,,
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,random_pixel,0.1,1,1,1,0.41361624002456665,0.35431578755378723,0.3641756772994995,0.32934558391571045,0.04944056272506714,0.024970203638076782,0.024470359086990356,0.05930045247077942,0.16394317150115967,0,1,1,1,0,0.10018903017044067,10388,0.14860681114551083,2024,1414089152,23,-80,True,25424,,connected_topk,,53,,,with_replacement,5,True,True,,
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,random_pixel,0.1,2,1,1,0.41361624002456665,0.39963674545288086,0.3641756772994995,0.35273218154907227,0.04944056272506714,0.046904563903808594,0.002535998821258545,0.013979494571685791,0.035425007343292236,0,1,1,1,0,0.10018903017044067,10388,0.0,2024,1414089152,-125,-83,True,25424,,connected_topk,,53,,,with_replacement,5,True,True,,
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,random_pixel,0.1,3,1,1,0.41361624002456665,0.3326350450515747,0.3641756772994995,0.2916457951068878,0.04944056272506714,0.04098924994468689,0.008451312780380249,0.08098119497299194,0.2337322235107422,0,1,1,1,0,0.10018903017044067,10388,0.32838874680306906,2024,1414089152,-2,-52,True,25424,,connected_topk,,53,,,with_replacement,5,True,True,,
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,random_pixel,0.1,4,1,1,0.41361624002456665,0.33903202414512634,0.3641756772994995,0.31578946113586426,0.04944056272506714,0.023242563009262085,0.026197999715805054,0.07458421587944031,0.19628125429153442,0,1,1,1,0,0.10018903017044067,10388,0.3986804901036758,2024,1414089152,9,-30,True,25424,,connected_topk,,53,,,with_replacement,5,True,True,,
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,random_token,0.1,0,1,1,0.41361624002456665,0.40651458501815796,0.3641756772994995,0.3577326238155365,0.04944056272506714,0.04878196120262146,0.0006586015224456787,0.007101655006408691,0.01116037368774414,0,1,1,1,0,0.10018903017044067,10388,0.0,2024,2851066177,-140,-84,True,152,,connected_topk,53,53,-10,-6,without_replacement,5,True,True,,
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,random_token,0.1,1,1,1,0.41361624002456665,0.3975455164909363,0.3641756772994995,0.34545281529426575,0.04944056272506714,0.05209270119667053,-0.0026521384716033936,0.01607072353363037,0.029532015323638916,0,1,1,1,0,0.10018903017044067,10388,0.0,2024,2851066177,-140,-42,True,152,,connected_topk,53,53,-10,-3,without_replacement,5,True,True,,
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,random_token,0.1,2,1,1,0.41361624002456665,0.37401652336120605,0.3641756772994995,0.3393144905567169,0.04944056272506714,0.034702032804489136,0.014738529920578003,0.039599716663360596,0.10216915607452393,0,1,1,1,0,0.10018903017044067,10388,0.0392156862745098,2024,2851066177,-70,0,True,152,,connected_topk,53,53,-5,0,without_replacement,5,True,True,,
250,cph/query/images/22ojD2bKI3a_mledG5mgVA.jpg,random_token,0.1,3,1,1,0.41361624002456665,0.4089856743812561,0.3641756772994995,0.35390517115592957,0.04944056272506714,0.05508050322532654,-0.005639940500259399,0.004630565643310547,0.2204369306564331,0,1,1,1,0,0.10018903017044067,10388,0.17777777777777778,2024,2851066177,-14,-98,True,152,,connected_topk,53,53,-1,-7,without_replacement,5,True,True,,
