comparison,query_id,mask_ratio,left_margin_drop,right_margin_drop,left_descriptor_drift,right_descriptor_drift,left_positive_similarity_drop,right_positive_similarity_drop,left_rank_degradation,right_rank_degradation,left_failure_flip,right_failure_flip,left_hit_at_1,right_hit_at_1,left_hit_at_5,right_hit_at_5,left_hit_at_10,right_hit_at_10
raw_topk:random_token-minus-random_pixel,190,0.1,0.007483166456222534,0.021314698457717895,0.14579759836196898,0.12674635648727417,0.06200504899024963,0.07057992219924927,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,192,0.1,-0.005486512184143066,0.006063184142112732,0.12814104557037354,0.2563085436820984,0.013852447271347046,0.008597517013549804,2.2,1.2,0.2,0.6,0.8,0.4,0.8,1.0,0.8,1.0
raw_topk:random_token-minus-random_pixel,198,0.1,0.04531110525131225,0.04733152389526367,0.13603878021240234,0.18118062019348144,0.04957529306411743,0.07369049787521362,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,207,0.1,0.019575005769729613,0.01535642147064209,0.12936387062072754,0.15363470315933228,0.05209993124008179,0.059648120403289796,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,210,0.1,0.05186466574668884,0.05201454758644104,0.18896769285202025,0.1573615550994873,0.09899415969848632,0.0813071608543396,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,211,0.1,0.028426337242126464,0.023829317092895506,0.11182627677917481,0.09623798131942748,0.037319934368133544,0.023238563537597658,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,222,0.1,0.011133557558059693,0.009203803539276124,0.19980247020721437,0.11465409994125367,0.02559773325920105,0.024203836917877197,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,234,0.1,0.004948854446411133,0.03104372024536133,0.13665556907653809,0.2526412010192871,0.02852889895439148,0.062099617719650266,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,241,0.1,-0.027318075299263,-0.028882768750190736,0.10992904901504516,0.1319360613822937,0.0020864754915237427,0.0014736443758010865,-3.0,-8.6,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.8
raw_topk:random_token-minus-random_pixel,242,0.1,-0.005729579925537109,-0.006359273195266723,0.11496670246124267,0.13181167840957642,0.029150134325027464,0.033162420988082884,0.4,0.0,0.4,0.0,0.6,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,245,0.1,0.0512695848941803,0.06256365776062012,0.10030454397201538,0.15139495134353637,0.05990508794784546,0.09382430315017701,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,249,0.1,-0.0031469106674194337,-0.0007004380226135254,0.14188053607940673,0.07524456977844238,0.059370017051696776,0.036271309852600096,0.4,0.0,0.2,0.0,0.8,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,250,0.1,0.006211632490158081,0.0027460813522338866,0.09584970474243164,0.13627302646636963,0.031336599588394166,0.029309165477752686,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,253,0.1,0.021794110536575317,0.02579333782196045,0.09229614734649658,0.1580996036529541,0.04177545309066773,0.07031363248825073,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,258,0.1,0.023412835597991944,0.036664605140686035,0.1720054864883423,0.17964322566986085,0.02488144040107727,0.0420571506023407,1.0,0.8,0.6,0.6,0.4,0.4,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,266,0.1,0.03409178256988525,0.018567496538162233,0.22162458896636963,0.06608351469039916,0.08584350943565369,0.026098966598510742,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,268,0.1,-0.0017984509468078613,0.010222303867340087,0.12613745927810668,0.11443603038787842,0.015677809715270996,0.016496294736862184,0.0,0.4,0.0,0.4,1.0,0.6,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,275,0.1,0.059578990936279295,0.05043725967407227,0.1187177300453186,0.20425992012023925,0.06041356921195984,0.052941751480102536,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,290,0.1,-0.002571094036102295,-0.0016016483306884766,0.16471667289733888,0.12201670408248902,0.036409425735473636,0.017533200979232787,0.2,0.2,0.2,0.2,0.8,0.8,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,301,0.1,0.018329715728759764,0.024360126256942748,0.11308871507644654,0.11861482858657837,0.02603614330291748,0.0355390727519989,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,307,0.1,0.025393062829971315,0.034395694732666016,0.12481653690338135,0.26362119913101195,0.03064606189727783,0.044232189655303955,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,313,0.1,0.010967355966567994,0.009026509523391724,0.1559273362159729,0.06446642875671386,0.029508066177368165,0.014876675605773926,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,332,0.1,0.02340525984764099,0.0341190367937088,0.06382488012313843,0.22974194288253785,0.017511272430419923,0.03579298853874206,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,333,0.1,0.023787540197372437,0.0439702570438385,0.1258240222930908,0.16883399486541747,0.04147117137908936,0.061882400512695314,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,334,0.1,0.06782832443714142,0.0877821534872055,0.22971727848052978,0.29826635122299194,0.12634817361831666,0.1654243290424347,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,343,0.1,0.05487719178199768,0.02032809257507324,0.14631611108779907,0.10182691812515259,0.06860342025756835,0.03833684921264648,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,349,0.1,0.00971880555152893,0.04226106703281403,0.09011305570602417,0.24355357885360718,0.04383370876312256,0.1199648916721344,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,350,0.1,0.024514240026474,0.03630722165107727,0.11284841299057007,0.1735326051712036,0.046812820434570315,0.08178923130035401,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,355,0.1,0.014067292213439941,0.009505200386047363,0.147911536693573,0.175432288646698,0.04974004626274109,0.05689016580581665,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,358,0.1,-0.001156565546989441,0.01708374321460724,0.07615044116973876,0.0672081708908081,0.009607869386672973,0.023837572336196898,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,394,0.1,0.025162190198898315,0.03310174942016601,0.07318171262741088,0.21003375053405762,0.03625919818878174,0.08883543014526367,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,397,0.1,0.013867878913879394,0.017385196685791016,0.1358635425567627,0.13773341178894044,0.03929343819618225,0.054165273904800415,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,409,0.1,0.00627824068069458,0.018087464570999145,0.011007153987884521,0.06877008676528931,0.0068085014820098875,0.014910972118377686,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,429,0.1,-0.0007668077945709228,0.049282944202423094,0.08170597553253174,0.23949999809265138,0.007479065656661987,0.06400013566017151,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,437,0.1,0.07074095606803894,0.013831740617752076,0.17203805446624756,0.0702741026878357,0.06667948961257934,0.018223834037780762,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,454,0.1,0.004354667663574219,0.022147500514984132,0.094859778881073,0.17535459995269775,0.016170942783355714,0.07008432745933532,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,464,0.1,0.041705331206321715,0.051079577207565306,0.13611315488815307,0.1493283987045288,0.044455820322036745,0.05254092812538147,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,471,0.1,-0.008921167254447937,-0.008707112073898316,0.07360395193099975,0.16515909433364867,0.0018027931451797484,0.007588577270507812,-2.0,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4
raw_topk:random_token-minus-random_pixel,473,0.1,0.04166030287742615,0.05403306484222412,0.09287009239196778,0.1704500675201416,0.04569900631904602,0.07321398854255676,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,474,0.1,0.030557471513748168,0.036688762903213504,0.08873317241668702,0.15859864950180053,0.04902459383010864,0.07832340002059937,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,476,0.1,-0.005926042795181274,-0.019239652156829833,0.0749830961227417,0.206978178024292,0.021699488162994385,0.041241055727005003,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,481,0.1,0.011184489727020264,-0.011938381195068359,0.19112371206283568,0.0875573992729187,0.043589890003204346,0.010183274745941162,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,482,0.1,0.009124881029129029,0.009007030725479126,0.1120492935180664,0.11265802383422852,0.02503724694252014,0.039239037036895755,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,486,0.1,0.012091076374053955,0.011068105697631836,0.14082767963409423,0.137861168384552,0.01932087540626526,0.025915050506591798,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,487,0.1,0.024233126640319826,0.03676687479019165,0.0896445631980896,0.12359281778335571,0.02847648859024048,0.04240346550941467,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,489,0.1,0.032335877418518066,0.07219510078430176,0.09613925218582153,0.1596602439880371,0.03886911869049072,0.08029233813285827,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,497,0.1,0.04809187650680542,0.008188194036483765,0.21716928482055664,0.11440798044204711,0.06740482449531555,0.033457064628601076,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,502,0.1,0.011140406131744385,0.02915140986442566,0.08444266319274903,0.12219932079315185,0.02999551296234131,0.0366858959197998,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,505,0.1,0.026171445846557617,0.03443318009376526,0.13696359395980834,0.19467763900756835,0.043288308382034305,0.056940674781799316,0.2,0.4,0.2,0.4,0.8,0.6,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,509,0.1,-0.012063026428222656,0.003624838590621948,0.2159378409385681,0.15118834972381592,0.0477939248085022,0.03039214015007019,-1.4,-1.2,0.0,0.0,0.4,0.4,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,511,0.1,-0.002628028392791748,0.016821467876434328,0.07482703924179077,0.2791386008262634,0.028563320636749268,0.14278247356414794,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,512,0.1,0.047294384241104125,0.028326380252838134,0.19443286657333375,0.10577296018600464,0.07219262719154358,0.04253947734832764,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,514,0.1,0.04520791172981262,0.040709573030471805,0.10799582004547119,0.10138448476791381,0.037387537956237796,0.042307257652282715,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,525,0.1,0.039823216199874875,0.060779839754104614,0.06759079694747924,0.10371918678283691,0.03970382213592529,0.04889315366744995,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,527,0.1,0.0035058319568634032,0.01646731495857239,0.12719660997390747,0.1721927046775818,0.025532174110412597,0.042792224884033205,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,542,0.1,-0.007589492201805115,-0.007670772075653076,0.018371939659118652,0.09216272830963135,0.001804107427597046,-0.003024333715438843,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,544,0.1,0.12053176164627075,0.10677953958511352,0.2462478756904602,0.22359321117401124,0.12034516334533692,0.0991402268409729,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,549,0.1,0.043537214398384094,0.010758429765701294,0.13781280517578126,0.04162430763244629,0.047391575574874875,0.016970980167388915,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,550,0.1,0.05012245178222656,0.04276257157325745,0.09458911418914795,0.14313894510269165,0.05166115760803223,0.046271753311157224,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,567,0.1,0.029066956043243407,0.019595628976821898,0.1900990843772888,0.17630403041839598,0.0740926742553711,0.07661752104759216,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,576,0.1,-0.01132926344871521,0.015222406387329102,0.07767431735992432,0.18070286512374878,0.02161746621131897,0.06029033660888672,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,589,0.1,0.035557395219802855,0.0399336576461792,0.11362096071243286,0.16258487701416016,0.03155474662780762,0.04227643609046936,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,592,0.1,0.0039049386978149414,0.0055089592933654785,0.11294565200805665,0.12901424169540404,0.05431751012802124,0.06103373765945434,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,598,0.1,0.048515066504478455,0.02201058268547058,0.1081818699836731,0.09000231027603149,0.037032926082611085,0.017835259437561035,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,602,0.1,0.016353312134742736,0.056503301858901976,0.12647393941879273,0.17548470497131347,0.022238719463348388,0.05007070004940033,49.6,259.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0
raw_topk:random_token-minus-random_pixel,608,0.1,0.0442870020866394,0.031159162521362305,0.14303072690963745,0.11705175638198853,0.06192358732223511,0.05734596252441406,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,613,0.1,0.0008713364601135254,0.016180038452148438,0.13593320846557616,0.18314821720123292,0.03300238251686096,0.04715714454650879,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,616,0.1,0.03896458446979523,0.02938448190689087,0.1849209785461426,0.14746248722076416,0.0636846125125885,0.03219795227050781,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,624,0.1,0.026377493143081666,0.02527291178703308,0.09550861120224,0.12142089605331421,0.01862615942955017,0.026938921213150023,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,633,0.1,0.004155075550079346,0.10295282006263733,0.015067219734191895,0.1777827262878418,0.0025153756141662598,0.09857665300369263,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,658,0.1,0.001286482810974121,0.0715312659740448,0.10477669239044189,0.1708928108215332,0.032356441020965576,0.0847317636013031,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,670,0.1,0.011413335800170898,0.01020902395248413,0.07405481338500977,0.07678802013397217,0.02914074659347534,0.026828670501708986,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,674,0.1,0.035862356424331665,0.04116884469985962,0.12500898838043212,0.1384388566017151,0.030828440189361574,0.07318779826164246,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,686,0.1,0.018964669108390807,0.04821733832359314,0.1093794822692871,0.18505771160125734,0.0205993115901947,0.05945484042167663,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,687,0.1,0.041956543922424316,0.042334073781967164,0.15916843414306642,0.20728671550750732,0.0885128378868103,0.10357505083084106,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,689,0.1,0.022350674867630003,0.03213672041893005,0.14378594160079955,0.12156779766082763,0.06361639499664307,0.04902229309082031,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,693,0.1,0.03968893885612488,0.04591796994209289,0.19136266708374022,0.20160953998565673,0.08260014057159423,0.08181887865066528,0.6,0.6,0.6,0.6,0.4,0.4,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,720,0.1,-0.0023022711277008055,0.0030328214168548586,0.18020036220550537,0.17749757766723634,0.03820869326591492,0.04014722108840942,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
raw_topk:random_token-minus-random_pixel,733,0.1,0.010882019996643066,0.021592777967453004,0.07698864936828613,0.1228531002998352,0.018101978302001952,0.03972423672676086,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
attention_raw_topk-minus-attention_connected,250,0.15,0.023807257413864136,0.02647167444229126,0.43173515796661377,0.42111068964004517,0.11275976896286011,0.11447462439537048,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,190,0.15,0.060770630836486816,0.07157358527183533,0.43138420581817627,0.4637412428855896,0.27512460947036743,0.29541024565696716,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,505,0.15,0.10863354802131653,0.11921733617782593,0.43859314918518066,0.41698139905929565,0.1011151671409607,0.13312667608261108,3,4,1,1,0,0,1,1,1,1
attention_raw_topk-minus-attention_connected,486,0.15,-0.013194650411605835,0.005737572908401489,0.5126632452011108,0.5195339918136597,0.07718315720558167,0.08905324339866638,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,72,0.15,0.0802583396434784,0.10086813569068909,0.3369370698928833,0.36761558055877686,0.1362905204296112,0.15859821438789368,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,222,0.15,0.017106369137763977,0.027528226375579834,0.5163620710372925,0.5020791888237,0.0702562928199768,0.07342967391014099,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,42,0.15,0.07424911856651306,0.06617656350135803,0.28909093141555786,0.20873022079467773,0.07583528757095337,0.04247942566871643,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,59,0.15,0.054214298725128174,0.04571738839149475,0.27410173416137695,0.28049516677856445,0.17342597246170044,0.1679287552833557,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,598,0.15,0.17268159985542297,0.16474977135658264,0.4064375162124634,0.4084690809249878,0.19976574182510376,0.20540010929107666,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,136,0.15,0.10123588144779205,0.08568479120731354,0.4616331458091736,0.4239656925201416,0.15173408389091492,0.146339550614357,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,686,0.15,0.2230565994977951,0.21939913928508759,0.6798160672187805,0.6828088760375977,0.28437408804893494,0.28323692083358765,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,567,0.15,0.060303300619125366,0.05933108925819397,0.3889610171318054,0.4114152193069458,0.2019346058368683,0.23192742466926575,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,343,0.15,0.09842616319656372,0.08923143148422241,0.3014654517173767,0.30567532777786255,0.12871509790420532,0.12099474668502808,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,482,0.15,0.05701032280921936,0.05472239851951599,0.3559457063674927,0.35132306814193726,0.12321999669075012,0.11556857824325562,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,689,0.15,0.07815900444984436,0.08647912740707397,0.42023903131484985,0.43413400650024414,0.20635470747947693,0.22930699586868286,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,129,0.15,0.026075303554534912,0.03987325727939606,0.3921154737472534,0.3952749967575073,0.02623780071735382,0.04201728105545044,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,334,0.15,0.1324399709701538,0.1323610246181488,0.4687643051147461,0.436450719833374,0.23941099643707275,0.23149943351745605,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,242,0.15,-0.027984023094177246,-0.003930777311325073,0.5253725051879883,0.4370502233505249,0.16788384318351746,0.1657654345035553,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,211,0.15,0.11450085043907166,0.10057669878005981,0.3930220603942871,0.38856738805770874,0.1353866457939148,0.12664353847503662,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,315,0.15,0.016506105661392212,0.023383110761642456,0.14735794067382812,0.15090620517730713,-0.03773334622383118,-0.033884257078170776,0,0,0,0,0,0,0,0,0,0
attention_raw_topk-minus-attention_connected,332,0.15,0.008228063583374023,0.023564159870147705,0.3427375555038452,0.34810370206832886,0.00501936674118042,0.01928207278251648,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,544,0.15,0.20155733823776245,0.16465941071510315,0.38625115156173706,0.3908557891845703,0.19849035143852234,0.18592500686645508,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,43,0.15,0.06447397172451019,0.0700131505727768,0.360243558883667,0.3440478444099426,0.08830380439758301,0.08091157674789429,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,36,0.15,0.07448703050613403,0.08452695608139038,0.36556172370910645,0.3774425983428955,0.21073603630065918,0.22023695707321167,3,3,1,1,0,0,1,1,1,1
attention_raw_topk-minus-attention_connected,245,0.15,0.2260168492794037,0.232398122549057,0.4131736755371094,0.39045214653015137,0.2488422989845276,0.2461666762828827,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,624,0.15,0.06447991728782654,0.060527950525283813,0.31895822286605835,0.30656301975250244,0.0809333324432373,0.07562518119812012,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,163,0.15,-0.02093951404094696,-0.005213052034378052,0.44849514961242676,0.473757266998291,0.04952360689640045,0.031150609254837036,-1,0,0,0,1,0,1,1,1,1
attention_raw_topk-minus-attention_connected,307,0.15,0.061441078782081604,0.03113214671611786,0.46805840730667114,0.41764765977859497,0.08403468132019043,0.05032908916473389,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,525,0.15,0.1288413405418396,0.13759344816207886,0.32407450675964355,0.35960817337036133,0.15868055820465088,0.17405635118484497,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,512,0.15,0.06295591592788696,-0.004599213600158691,0.3757222294807434,0.33997130393981934,0.10618546605110168,0.06352570652961731,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,720,0.15,0.03207571804523468,0.03207571804523468,0.4411427974700928,0.4411427974700928,0.12091457843780518,0.12091457843780518,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,437,0.15,0.21560202538967133,0.21461154520511627,0.4886505603790283,0.4899376630783081,0.21010830998420715,0.2075389325618744,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,258,0.15,0.039948731660842896,0.029843181371688843,0.34904956817626953,0.3663526177406311,0.07168301939964294,0.06278204917907715,2,2,1,1,0,0,1,1,1,1
attention_raw_topk-minus-attention_connected,249,0.15,0.013653188943862915,0.01024523377418518,0.4139794111251831,0.41658997535705566,0.17752689123153687,0.17578762769699097,1,0,1,0,0,1,1,1,1,1
attention_raw_topk-minus-attention_connected,476,0.15,-0.03745672106742859,-0.035181671380996704,0.39251744747161865,0.3994317650794983,0.08229216933250427,0.10532304644584656,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,18,0.15,0.05756154656410217,0.05684185028076172,0.32405734062194824,0.31919628381729126,0.05297350883483887,0.05184108018875122,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,358,0.15,0.06885604560375214,0.1373203843832016,0.4121696949005127,0.3042585849761963,0.07079941034317017,0.15670502185821533,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,670,0.15,0.13103917241096497,0.13103917241096497,0.4774712324142456,0.4774712324142456,0.21997952461242676,0.21997952461242676,2,2,1,1,0,0,1,1,1,1
attention_raw_topk-minus-attention_connected,210,0.15,0.14698848128318787,0.15857817232608795,0.5003414750099182,0.5283870100975037,0.2634294629096985,0.3043508529663086,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,549,0.15,0.1597236841917038,0.16180822253227234,0.4567897319793701,0.48156094551086426,0.18599310517311096,0.19232964515686035,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,511,0.15,0.08049765229225159,0.08049765229225159,0.5097217559814453,0.5097217559814453,0.25641825795173645,0.25641825795173645,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,473,0.15,0.20091299712657928,0.21805107593536377,0.5125656127929688,0.5261467695236206,0.25373220443725586,0.267611563205719,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,608,0.15,0.22699561715126038,0.1954149603843689,0.4569739103317261,0.41643333435058594,0.26213592290878296,0.2362404465675354,0,0,0,0,1,1,1,1,1,1
attention_raw_topk-minus-attention_connected,409,0.15,0.08161431550979614,0.1093117892742157,0.3230241537094116,0.40746986865997314,0.0749194324016571,0.10643702745437622,0,0,0,0,1,1,1,1,1,1
