query_id,mask_ratio,clean_rank,attention_margin_drop,random_margin_drop,attention_descriptor_drift,random_descriptor_drift,attention_positive_similarity_drop,random_positive_similarity_drop,attention_rank_degradation,random_rank_degradation,attention_failure_flip,random_failure_flip,attention_hit_at_1,random_hit_at_1,attention_hit_at_5,random_hit_at_5,attention_hit_at_10,random_hit_at_10,paired_margin_difference,mask_mode,baseline,attention_condition
592,0.1,1,0.061144083738327026,-0.0018259644508361816,0.3090381622314453,0.08189798593521118,0.12559762597084045,0.034145700931549075,1,0.0,1,0.0,0,1.0,1,1.0,1,1.0,0.06297004818916321,connected_topk,random_pixel,attention_connected
105,0.1,1,0.05780872702598572,0.029133588075637817,0.4932062029838562,0.33295429944992067,0.20129629969596863,0.11549484133720397,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.0286751389503479,connected_topk,random_pixel,attention_connected
119,0.1,1,0.068392813205719,0.02715756297111511,0.33411145210266113,0.149124813079834,0.09153813123703003,0.05097295045852661,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.04123525023460388,connected_topk,random_pixel,attention_connected
633,0.1,1,0.25591860711574554,0.08586037158966064,0.3443845510482788,0.14111065864562988,0.25692057609558105,0.08768721222877503,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.1700582355260849,connected_topk,random_pixel,attention_connected
266,0.1,1,0.03692394495010376,0.00759093165397644,0.33278632164001465,0.08765366077423095,0.14506417512893677,0.0360719084739685,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.02933301329612732,connected_topk,random_pixel,attention_connected
674,0.1,1,0.12222835421562195,0.06586383581161499,0.32874464988708496,0.1717376947402954,0.15818971395492554,0.08442866802215576,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.056364518404006955,connected_topk,random_pixel,attention_connected
394,0.1,1,0.021047234535217285,0.010485172271728516,0.25897836685180664,0.1225581407546997,0.10467484593391418,0.03719905614852905,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.01056206226348877,connected_topk,random_pixel,attention_connected
616,0.1,1,0.06352353096008301,0.021986562013626098,0.31445062160491943,0.11185613870620728,0.07106161117553711,0.04476627707481384,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.041536968946456906,connected_topk,random_pixel,attention_connected
112,0.1,1,0.09892679750919342,0.007454177737236023,0.34037625789642334,0.21869028806686402,0.18180963397026062,0.09381610155105591,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.09147261977195739,connected_topk,random_pixel,attention_connected
397,0.1,1,0.0013588964939117432,0.026298582553863525,0.37818145751953125,0.1650105357170105,0.13075169920921326,0.06159324049949646,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,-0.024939686059951782,connected_topk,random_pixel,attention_connected
